Genus,Scientific_name,GenerationLength_d
Mastomys,Mastomys kollmannspergeri,624.3996409
Millardia,Millardia kathleenae,624.3996409
Zyzomys,Zyzomys maini,624.3996409
Pogonomys,Pogonomys fergussoniensis,624.3996409
Zyzomys,Zyzomys woodwardi,624.3996409
Pogonomys,Pogonomys loriae,624.3996409
Malacomys,Malacomys longipes,624.3996409
Margaretamys,Margaretamys parvus,624.3996409
Paramelomys,Paramelomys gressitti,624.3996409
Paramelomys,Paramelomys steini,624.3996409
Melomys,Melomys aerosus,624.3996409
Niviventer,Niviventer brahma,624.3996409
Lophuromys,Lophuromys luteogaster,624.3996409
Allactaga,Allactaga firouzi,625.1262
Allactaga,Allactaga severtzovi,625.1262
Allactaga,Allactaga euphratica,625.1262
Allactaga,Allactaga major,625.1262
Allactaga,Allactaga williamsi,625.1262
Allactaga,Allactaga tetradactyla,625.1262
Allactaga,Allactaga vinogradovi,625.1262
Allactaga,Allactaga balikunica,625.1262
Allactaga,Allactaga bullata,625.1262
Allactaga,Allactaga hotsoni,625.1262
Allactaga,Allactaga sibirica,625.1262
Antechinus,Antechinus adustus,626.1779714
Antechinus,Antechinus subtropicus,626.1779714
Antechinus,Antechinus godmani,626.1779714
Gerbilliscus,Gerbilliscus kempi,627.2105
Gerbilliscus,Gerbilliscus guineae,627.2105
Gerbilliscus,Gerbilliscus inclusus,627.2105
Gerbilliscus,Gerbilliscus nigricaudus,627.2105
Gerbilliscus,Gerbilliscus phillipsi,627.2105
Mus,Mus mahomet,628.295
Mus,Mus tenellus,628.295
Mus,Mus setulosus,628.295
Mus,Mus phillipsi,628.295
Mus,Mus triton,628.295
Mus,Mus booduga,628.295
Mus,Mus spicilegus,628.295
Mus,Mus caroli,628.295
Mus,Mus macedonicus,628.295
Mus,Mus spretus,628.295
Mus,Mus cervicolor,628.295
Mus,Mus vulcani,628.295
Mus,Mus cookii,628.295
Mus,Mus crociduroides,628.295
Mus,Mus goundae,628.295
Mus,Mus neavei,628.295
Mus,Mus oubanguii,628.295
Mus,Mus fragilicauda,628.295
Mus,Mus cypriacus,628.295
Mus,Mus saxicola,628.295
Mus,Mus famulus,628.295
Mus,Mus pahari,628.295
Mus,Mus platythrix,628.295
Mus,Mus shortridgei,628.295
Mus,Mus mayori,628.295
Mus,Mus callewaerti,628.295
Mus,Mus fernandoni,628.295
Mus,Mus mattheyi,628.295
Mus,Mus sorella,628.295
Proechimys,Proechimys longicaudatus,631.7859833
Proechimys,Proechimys brevicauda,631.7859833
Proechimys,Proechimys chrysaeolus,631.7859833
Proechimys,Proechimys decumanus,631.7859833
Proechimys,Proechimys goeldii,631.7859833
Proechimys,Proechimys hoplomyoides,631.7859833
Proechimys,Proechimys magdalenae,631.7859833
Proechimys,Proechimys mincae,631.7859833
Proechimys,Proechimys oconnelli,631.7859833
Proechimys,Proechimys roberti,631.7859833
Proechimys,Proechimys poliopus,631.7859833
Proechimys,Proechimys quadruplicatus,631.7859833
Proechimys,Proechimys simonsi,631.7859833
Proechimys,Proechimys steerei,631.7859833
Proechimys,Proechimys urichi,631.7859833
Proechimys,Proechimys trinitatus,631.7859833
Proechimys,Proechimys echinothrix,631.7859833
Proechimys,Proechimys kulinae,631.7859833
Proechimys,Proechimys pattoni,631.7859833
Proechimys,Proechimys gardneri,631.7859833
Proechimys,Proechimys canicollis,631.7859833
Proechimys,Proechimys cuvieri,631.7859833
Proechimys,Proechimys guairae,631.7859833
Praomys,Praomys derooi,631.9493
Praomys,Praomys daltoni,631.9493
Praomys,Praomys delectorum,631.9493
Praomys,Praomys hartwigi,631.9493
Praomys,Praomys obscurus,631.9493
Praomys,Praomys jacksoni,631.9493
Praomys,Praomys morio,631.9493
Praomys,Praomys lukolelae,631.9493
Praomys,Praomys minor,631.9493
Praomys,Praomys mutoni,631.9493
Praomys,Praomys degraaffi,631.9493
Praomys,Praomys petteri,631.9493
Praomys,Praomys verschureni,631.9493
Praomys,Praomys misonnei,631.9493
Praomys,Praomys rostratus,631.9493
Peromyscus,Peromyscus guardia,635.2804944
Peromyscus,Peromyscus fraterculus,635.2804944
Peromyscus,Peromyscus caniceps,635.2804944
Peromyscus,Peromyscus levipes,635.2804944
Peromyscus,Peromyscus pseudocrinitus,635.2804944
Peromyscus,Peromyscus sejugis,635.2804944
Peromyscus,Peromyscus eva,635.2804944
Peromyscus,Peromyscus beatae,635.2804944
Peromyscus,Peromyscus yucatanicus,635.2804944
Peromyscus,Peromyscus gratus,635.2804944
Peromyscus,Peromyscus attwateri,635.2804944
Peromyscus,Peromyscus difficilis,635.2804944
Peromyscus,Peromyscus interparietalis,635.2804944
Peromyscus,Peromyscus nasutus,635.2804944
Peromyscus,Peromyscus keeni,635.2804944
Peromyscus,Peromyscus dickeyi,635.2804944
Peromyscus,Peromyscus stirtoni,635.2804944
Peromyscus,Peromyscus furvus,635.2804944
Peromyscus,Peromyscus schmidlyi,635.2804944
Peromyscus,Peromyscus sagax,635.2804944
Peromyscus,Peromyscus aztecus,635.2804944
Peromyscus,Peromyscus hylocetes,635.2804944
Peromyscus,Peromyscus hooperi,635.2804944
Peromyscus,Peromyscus spicilegus,635.2804944
Peromyscus,Peromyscus pectoralis,635.2804944
Peromyscus,Peromyscus melanotis,635.2804944
Peromyscus,Peromyscus guatemalensis,635.2804944
Peromyscus,Peromyscus bullatus,635.2804944
Peromyscus,Peromyscus gymnotis,635.2804944
Peromyscus,Peromyscus melanophrys,635.2804944
Peromyscus,Peromyscus melanurus,635.2804944
Peromyscus,Peromyscus merriami,635.2804944
Peromyscus,Peromyscus ochraventer,635.2804944
Peromyscus,Peromyscus perfulvus,635.2804944
Peromyscus,Peromyscus polius,635.2804944
Peromyscus,Peromyscus simulus,635.2804944
Peromyscus,Peromyscus winkelmanni,635.2804944
Peromyscus,Peromyscus zarhynchus,635.2804944
Peromyscus,Peromyscus madrensis,635.2804944
Peromyscus,Peromyscus mexicanus,635.2804944
Peromyscus,Peromyscus mayensis,635.2804944
Peromyscus,Peromyscus slevini,635.2804944
Peromyscus,Peromyscus stephani,635.2804944
Peromyscus,Peromyscus melanocarpus,635.2804944
Peromyscus,Peromyscus mekisturus,635.2804944
Peromyscus,Peromyscus megalops,635.2804944
Peromyscus,Peromyscus grandis,635.2804944
Zyzomys,Zyzomys pedunculatus,639.6318318
Melomys,Melomys rubicola,639.6318318
Niviventer,Niviventer niviventer,639.6318318
Otomys,Otomys typus,639.6318318
Otomys,Otomys angoniensis,639.6318318
Niviventer,Niviventer excelsior,639.6318318
Otomys,Otomys saundersiae,639.6318318
Niviventer,Niviventer tenaster,639.6318318
Melomys,Melomys leucogaster,639.6318318
Chiruromys,Chiruromys forbesi,639.6318318
Otomys,Otomys sloggetti,639.6318318
Pithecheir,Pithecheir parvus,639.6318318
Pithecheir,Pithecheir melanurus,639.6318318
Melomys,Melomys talaudium,639.6318318
Melomys,Melomys caurinus,639.6318318
Otomys,Otomys tropicalis,639.6318318
Otomys,Otomys burtoni,639.6318318
Mylomys,Mylomys rex,639.6318318
Mylomys,Mylomys dybowskii,639.6318318
Bunomys,Bunomys chrysocomus,639.6318318
Pogonomelomys,Pogonomelomys mayeri,639.6318318
Mastomys,Mastomys pernanus,639.6318318
Mastomys,Mastomys awashensis,639.6318318
Otomys,Otomys irroratus,639.6318318
Chrotomys,Chrotomys silaceus,639.6318318
Mammelomys,Mammelomys lanosus,639.6318318
Otomys,Otomys denti,639.6318318
Bunomys,Bunomys coelestis,639.6318318
Pelomys,Pelomys fallax,639.6318318
Margaretamys,Margaretamys elegans,639.6318318
Paulamys,Paulamys naso,639.6318318
Rhynchomys,Rhynchomys isarogensis,639.6318318
Carpomys,Carpomys melanurus,639.6318318
Zyzomys,Zyzomys palatalis,639.6318318
Carpomys,Carpomys phaeurus,639.6318318
Otomys,Otomys unisulcatus,639.6318318
Bunomys,Bunomys andrewsi,639.6318318
Srilankamys,Srilankamys ohiensis,639.6318318
Mastacomys,Mastacomys fuscus,639.6318318
Parotomys,Parotomys littledalei,639.6318318
Dasymys,Dasymys incomtus,639.6318318
Parotomys,Parotomys brantsii,639.6318318
Bunomys,Bunomys fratrorum,639.6318318
Bunomys,Bunomys prolatus,639.6318318
Tokudaia,Tokudaia tokunoshimensis,639.6318318
Aethomys,Aethomys ineptus,639.6318318
Pogonomelomys,Pogonomelomys brassi,639.6318318
Chrotomys,Chrotomys sibuyanensis,639.6318318
Maxomys,Maxomys dollmani,639.6318318
Maxomys,Maxomys hylomyoides,639.6318318
Chrotomys,Chrotomys gonzalesi,639.6318318
Aethomys,Aethomys hindei,639.6318318
Sommeromys,Sommeromys macrorhinos,639.6318318
Anonymomys,Anonymomys mindorensis,639.6318318
Dacnomys,Dacnomys millardi,639.6318318
Diomys,Diomys crumpi,639.6318318
Baiyankamys,Baiyankamys habbema,639.6318318
Baiyankamys,Baiyankamys shawmayeri,639.6318318
Palawanomys,Palawanomys furvus,639.6318318
Tateomys,Tateomys macrocercus,639.6318318
Tateomys,Tateomys rhinogradoides,639.6318318
Tryphomys,Tryphomys adustus,639.6318318
Vandeleuria,Vandeleuria nolthenii,639.6318318
Vandeleuria,Vandeleuria oleracea,639.6318318
Tonkinomys,Tonkinomys daovantieni,639.6318318
Vandeleuria,Vandeleuria nilagirica,639.6318318
Saxatilomys,Saxatilomys paulinae,639.6318318
Pithecheirops,Pithecheirops otion,639.6318318
Komodomys,Komodomys rintjanus,639.6318318
Stenocephalemys,Stenocephalemys albocaudata,639.6318318
Paramelomys,Paramelomys naso,639.6318318
Melomys,Melomys matambuai,639.6318318
Maxomys,Maxomys moi,639.6318318
Maxomys,Maxomys wattsi,639.6318318
Millardia,Millardia kondana,639.6318318
Niviventer,Niviventer andersoni,639.6318318
Uromys,Uromys hadrourus,639.6318318
Lenothrix,Lenothrix canus,639.6318318
Maxomys,Maxomys rajah,639.6318318
Paramelomys,Paramelomys lorentzii,639.6318318
Otomys,Otomys laminatus,639.6318318
Lenomys,Lenomys meyeri,639.6318318
Maxomys,Maxomys surifer,639.6318318
Chrotomys,Chrotomys mindorensis,639.6318318
Chrotomys,Chrotomys whiteheadi,639.6318318
Maxomys,Maxomys inflatus,639.6318318
Rhynchomys,Rhynchomys tapulao,639.6318318
Rhynchomys,Rhynchomys banahao,639.6318318
Maxomys,Maxomys alticola,639.6318318
Maxomys,Maxomys baeodon,639.6318318
Maxomys,Maxomys ochraceiventer,639.6318318
Maxomys,Maxomys panglima,639.6318318
Pogonomelomys,Pogonomelomys bruijnii,639.6318318
Crossomys,Crossomys moncktoni,639.6318318
Batomys,Batomys granti,639.6318318
Bunomys,Bunomys penitus,639.6318318
Conilurus,Conilurus penicillatus,639.6318318
Tokudaia,Tokudaia muenninki,639.6318318
Batomys,Batomys dentatus,639.6318318
Batomys,Batomys russatus,639.6318318
Nesokia,Nesokia indica,639.6318318
Batomys,Batomys salomonseni,639.6318318
Rhynchomys,Rhynchomys soricoides,639.6318318
Kadarsanomys,Kadarsanomys sodyi,639.6318318
Maxomys,Maxomys pagensis,639.6318318
Maxomys,Maxomys hellwaldii,639.6318318
Mammelomys,Mammelomys rattoides,639.6318318
Bandicota,Bandicota bengalensis,639.6318318
Berylmys,Berylmys berdmorei,639.6318318
Madromys,Madromys blanfordi,639.6318318
Bandicota,Bandicota savilei,639.6318318
Echiothrix,Echiothrix leucura,639.6318318
Echiothrix,Echiothrix centrosa,639.6318318
Abditomys,Abditomys latidens,639.6318318
Berylmys,Berylmys mackenziei,639.6318318
Berylmys,Berylmys manipulus,639.6318318
Leopoldamys,Leopoldamys milleti,639.6318318
Leopoldamys,Leopoldamys edwardsi,639.6318318
Taeromys,Taeromys arcuatus,639.6318318
Taeromys,Taeromys callitrichus,639.6318318
Taeromys,Taeromys hamatus,639.6318318
Taeromys,Taeromys punicans,639.6318318
Taeromys,Taeromys taerae,639.6318318
Taeromys,Taeromys microbullatus,639.6318318
Taeromys,Taeromys celebensis,639.6318318
Paruromys,Paruromys dominator,639.6318318
Leopoldamys,Leopoldamys sabanus,639.6318318
Sundamys,Sundamys muelleri,639.6318318
Macruromys,Macruromys elegans,639.6318318
Macruromys,Macruromys major,639.6318318
Berylmys,Berylmys bowersi,639.6318318
Leopoldamys,Leopoldamys ciliatus,639.6318318
Sundamys,Sundamys maxi,639.6318318
Leopoldamys,Leopoldamys neilli,639.6318318
Mastomys,Mastomys huberti,639.6318318
Bullimus,Bullimus bagobus,639.6318318
Solomys,Solomys salebrosus,639.6318318
Sundamys,Sundamys infraluteus,639.6318318
Uromys,Uromys rex,639.6318318
Bullimus,Bullimus gamay,639.6318318
Crateromys,Crateromys australis,639.6318318
Bullimus,Bullimus luzonicus,639.6318318
Anisomys,Anisomys imitator,639.6318318
Parahydromys,Parahydromys asper,639.6318318
Solomys,Solomys sapientis,639.6318318
Leopoldamys,Leopoldamys siporanus,639.6318318
Bandicota,Bandicota indica,639.6318318
Uromys,Uromys porculus,639.6318318
Uromys,Uromys emmae,639.6318318
Uromys,Uromys siebersi,639.6318318
Uromys,Uromys boeadii,639.6318318
Uromys,Uromys neobritannicus,639.6318318
Uromys,Uromys caudimaculatus,639.6318318
Solomys,Solomys salamonis,639.6318318
Uromys,Uromys anak,639.6318318
Crateromys,Crateromys paulus,639.6318318
Hyomys,Hyomys goliath,639.6318318
Hyomys,Hyomys dammermani,639.6318318
Xenuromys,Xenuromys barbatus,639.6318318
Marmosops,Marmosops parvidens,642.840025
Thylamys,Thylamys pallidior,642.840025
Gracilinanus,Gracilinanus dryas,642.840025
Marmosops,Marmosops bishopi,642.840025
Gracilinanus,Gracilinanus aceramarcae,642.840025
Thylamys,Thylamys velutinus,642.840025
Chacodelphys,Chacodelphys formosa,642.840025
Gracilinanus,Gracilinanus agilis,642.840025
Gracilinanus,Gracilinanus marica,642.840025
Marmosops,Marmosops pinheiroi,642.840025
Marmosops,Marmosops cracens,642.840025
Thylamys,Thylamys karimii,642.840025
Thylamys,Thylamys elegans,642.840025
Marmosops,Marmosops invictus,642.840025
Gracilinanus,Gracilinanus microtarsus,642.840025
Thylamys,Thylamys tatei,642.840025
Thylamys,Thylamys venustus,642.840025
Thylamys,Thylamys pusillus,642.840025
Marmosops,Marmosops handleyi,642.840025
Thylamys,Thylamys macrurus,642.840025
Marmosops,Marmosops creightoni,642.840025
Marmosops,Marmosops ocellatus,642.840025
Marmosops,Marmosops neblina,642.840025
Marmosops,Marmosops paulensis,642.840025
Marmosops,Marmosops noctivagus,642.840025
Marmosops,Marmosops impavidus,642.840025
Thylamys,Thylamys sponsorius,642.840025
Thylamys,Thylamys cinderella,642.840025
Marmosops,Marmosops fuscatus,642.840025
Tlacuatzin,Tlacuatzin canescens,642.840025
Marmosops,Marmosops juninensis,642.840025
Micoureus,Micoureus phaeus,642.840025
Marmosops,Marmosops incanus,642.840025
Lestodelphys,Lestodelphys halli,642.840025
Micoureus,Micoureus constantiae,642.840025
Murexia,Murexia rothschildi,646.7451143
Murexia,Murexia naso,646.7451143
Murexia,Murexia habbema,646.7451143
Murexia,Murexia melanurus,646.7451143
Microperoryctes,Microperoryctes papuensis,649.02515
Microperoryctes,Microperoryctes murina,649.02515
Microperoryctes,Microperoryctes aplini,649.02515
Microperoryctes,Microperoryctes longicauda,649.02515
Rhynchomeles,Rhynchomeles prattorum,649.02515
Echymipera,Echymipera davidi,649.02515
Echymipera,Echymipera kalubu,649.02515
Acomys,Acomys wilsoni,650.0125
Acomys,Acomys cineraceus,650.0125
Acomys,Acomys louisae,650.0125
Acomys,Acomys subspinosus,650.0125
Acomys,Acomys kempi,650.0125
Acomys,Acomys percivali,650.0125
Acomys,Acomys ignitus,650.0125
Acomys,Acomys spinosissimus,650.0125
Acomys,Acomys nesiotes,650.0125
Acomys,Acomys airensis,650.0125
Acomys,Acomys seurati,650.0125
Acomys,Acomys russatus,650.0125
Acomys,Acomys cilicicus,650.0125
Acomys,Acomys dimidiatus,650.0125
Acomys,Acomys minous,650.0125
Acomys,Acomys mullah,650.0125
Acomys,Acomys johannis,650.0125
Arvicola,Arvicola scherman,656.0875
Arvicola,Arvicola sapidus,656.0875
Pseudantechinus,Pseudantechinus mimulus,678.278925
Pseudantechinus,Pseudantechinus bilarni,678.278925
Pseudantechinus,Pseudantechinus roryi,678.278925
Pseudantechinus,Pseudantechinus woolleyae,678.278925
Gerbilliscus,Gerbilliscus boehmi,682.2908
Gerbilliscus,Gerbilliscus leucogaster,682.2908
Gerbilliscus,Gerbilliscus brantsii,682.2908
Gerbilliscus,Gerbilliscus robustus,682.2908
Gerbilliscus,Gerbilliscus gambiana,682.2908
Isoodon,Isoodon auratus,683.31225
Gracilinanus,Gracilinanus emiliae,684.5132021
Notomys,Notomys cervinus,688.06545
Notomys,Notomys aquilo,688.06545
Notomys,Notomys fuscus,688.06545
Tylomys,Tylomys mirae,695.32235
Tylomys,Tylomys fulviventer,695.32235
Tylomys,Tylomys panamensis,695.32235
Tylomys,Tylomys watsoni,695.32235
Tylomys,Tylomys bullaris,695.32235
Tylomys,Tylomys tumbalensis,695.32235
Planigale,Planigale ingrami,697.30675
Mesembriomys,Mesembriomys macrurus,712.22605
Monodelphis,Monodelphis maraxina,717.0425
Monodelphis,Monodelphis reigi,717.0425
Monodelphis,Monodelphis ronaldi,717.0425
Monodelphis,Monodelphis handleyi,717.0425
Monodelphis,Monodelphis iheringi,717.0425
Monodelphis,Monodelphis osgoodi,717.0425
Monodelphis,Monodelphis theresa,717.0425
Monodelphis,Monodelphis scalops,717.0425
Monodelphis,Monodelphis kunsi,717.0425
Monodelphis,Monodelphis americana,717.0425
Monodelphis,Monodelphis adusta,717.0425
Monodelphis,Monodelphis dimidiata,717.0425
Monodelphis,Monodelphis rubida,717.0425
Monodelphis,Monodelphis sorex,717.0425
Monodelphis,Monodelphis emiliae,717.0425
Monodelphis,Monodelphis unistriata,717.0425
Monodelphis,Monodelphis umbristriata,717.0425
Monodelphis,Monodelphis glirina,717.0425
Monodelphis,Monodelphis palliolata,717.0425
Monodelphis,Monodelphis brevicaudata,717.0425
Calomyscus,Calomyscus bailwardi,717.7762436
Idiurus,Idiurus macrotis,717.7762436
Typhlomys,Typhlomys cinereus,717.7762436
Calomyscus,Calomyscus hotsoni,717.7762436
Spalax,Spalax nehringi,717.7762436
Spalax,Spalax graecus,717.7762436
Calomyscus,Calomyscus mystax,717.7762436
Rhizomys,Rhizomys sinensis,717.7762436
Calomyscus,Calomyscus baluchi,717.7762436
Abrocoma,Abrocoma famatina,717.7762436
Eospalax,Eospalax smithii,717.7762436
Pygeretmus,Pygeretmus zhitkovi,726.1971375
Pygeretmus,Pygeretmus platyurus,726.1971375
Euchoreutes,Euchoreutes naso,726.1971375
Eozapus,Eozapus setchuanus,726.1971375
Eremodipus,Eremodipus lichtensteini,726.1971375
Pygeretmus,Pygeretmus pumilio,726.1971375
Stylodipus,Stylodipus andrewsi,726.1971375
Stylodipus,Stylodipus sungorus,726.1971375
Stylodipus,Stylodipus telum,726.1971375
Allactodipus,Allactodipus bobrinskii,726.1971375
Dipus,Dipus sagitta,726.1971375
Paradipus,Paradipus ctenodactylus,727.31515
Cardiocranius,Cardiocranius paradoxus,727.31515
Lepus,Lepus europaeus,730
Dasyurus,Dasyurus albopunctatus,731.3936
Dasyurus,Dasyurus spartacus,731.3936
Sicista,Sicista napaea,731.7872
Sicista,Sicista caucasica,731.7872
Sicista,Sicista strandi,731.7872
Sicista,Sicista tianshanica,731.7872
Sicista,Sicista subtilis,731.7872
Sicista,Sicista caudata,731.7872
Sicista,Sicista pseudonapaea,731.7872
Sicista,Sicista armenica,731.7872
Sicista,Sicista kazbegica,731.7872
Sicista,Sicista severtzovi,731.7872
Sicista,Sicista kluchorica,731.7872
Sicista,Sicista concolor,731.7872
Salpingotulus,Salpingotulus michaelis,731.7872
Salpingotus,Salpingotus kozlovi,731.7872
Salpingotus,Salpingotus crassicauda,731.7872
Salpingotus,Salpingotus heptneri,731.7872
Salpingotus,Salpingotus pallidus,731.7872
Clyomys,Clyomys bishopi,739.0095889
Mesomys,Mesomys leniceps,739.0095889
Mesomys,Mesomys stimulax,739.0095889
Carterodon,Carterodon sulcidens,739.0095889
Mesomys,Mesomys occultus,739.0095889
Lonchothrix,Lonchothrix emiliae,739.0095889
Santamartamys,Santamartamys rufodorsalis,739.0095889
Trinomys,Trinomys dimidiatus,739.0095889
Mesomys,Mesomys hispidus,739.0095889
Euryzygomatomys,Euryzygomatomys spinosus,739.0095889
Clyomys,Clyomys laticeps,739.0095889
Trinomys,Trinomys gratiosus,739.0095889
Olallamys,Olallamys edax,739.0095889
Isothrix,Isothrix pagurus,739.0095889
Phyllomys,Phyllomys lamarum,739.0095889
Trinomys,Trinomys iheringi,739.0095889
Phyllomys,Phyllomys nigrispinus,739.0095889
Trinomys,Trinomys mirapitanga,739.0095889
Trinomys,Trinomys eliasi,739.0095889
Trinomys,Trinomys yonenagae,739.0095889
Trinomys,Trinomys paratus,739.0095889
Trinomys,Trinomys moojeni,739.0095889
Phyllomys,Phyllomys blainvillii,739.0095889
Phyllomys,Phyllomys dasythrix,739.0095889
Phyllomys,Phyllomys medius,739.0095889
Olallamys,Olallamys albicauda,739.0095889
Hoplomys,Hoplomys gymnurus,739.0095889
Diplomys,Diplomys labilis,739.0095889
Trinomys,Trinomys albispinus,739.0095889
Trinomys,Trinomys myosuros,739.0095889
Trinomys,Trinomys setosus,739.0095889
Isothrix,Isothrix sinnamariensis,739.0095889
Pattonomys,Pattonomys occasius,739.0095889
Pattonomys,Pattonomys semivillosus,739.0095889
Phyllomys,Phyllomys mantiqueirensis,739.0095889
Phyllomys,Phyllomys lundi,739.0095889
Phyllomys,Phyllomys kerri,739.0095889
Phyllomys,Phyllomys pattoni,739.0095889
Phyllomys,Phyllomys brasiliensis,739.0095889
Makalata,Makalata rhipidura,739.0095889
Dactylomys,Dactylomys peruanus,739.0095889
Diplomys,Diplomys caniceps,739.0095889
Makalata,Makalata didelphoides,739.0095889
Makalata,Makalata macrura,739.0095889
Phyllomys,Phyllomys unicolor,739.0095889
Isothrix,Isothrix bistriata,739.0095889
Isothrix,Isothrix negrensis,739.0095889
Phyllomys,Phyllomys thomasi,739.0095889
Callistomys,Callistomys pictus,739.0095889
Toromys,Toromys grandis,739.0095889
Kannabateomys,Kannabateomys amblyonyx,739.0095889
Echimys,Echimys chrysurus,739.0095889
Echimys,Echimys vieirai,739.0095889
Echimys,Echimys saturnus,739.0095889
Dactylomys,Dactylomys dactylinus,739.0095889
